"ID","Status","LR","LR_SD","RF","RF_SD","GB","GB_SD","GBLUP","GBLUP_SD","LASSO","LASSO_SD","RKHS","RKHS_SD","EGBLUP","EGBLUP_SD","BRR","BRR_SD","BayesB","BayesB_SD","MAF"
"B-171",1,0.514110075383021,0.00994412792168117,0.522926278958392,0.00633887109736384,0.493455532193184,0.0302018715846723,0.492,0,0.4865,0.00675359986311828,0.5087,0.0125348403349314,0.481712,0.00714002303139765,0.4831,0.00467736868097628,0.4581,0.0126178885361661,0.05
"B-172",1,0.528086166007461,0.0212478800918791,0.524711529591053,0.00393741743138621,0.511112996935844,0.0282295820040564,0.494,0,0.5112,0.00879140994885855,0.5164,0.0110674698503718,0.50983,0.010791564606982,0.5124,0.0060406033547063,0.5317,0.0147275252503603,0.05
"B-173",1,0.453759298594396,0.0192613864789769,0.526667952477926,0.00313061232973749,0.556918448209763,0.0132214563416933,0.491,0,0.5052,0.0091505919662792,0.5018,0.00931903666933684,0.500824,0.0109629347246883,0.5046,0.00365756445982539,0.5744,0.0138980414287609,0.05
"B-174",1,0.488061756660378,0.0175160508376303,0.525628156753617,0.00452090741283929,0.549385184049606,0.0308080361216398,0.561,0,0.531,0.00524933858267455,0.5082,0.00890443085710081,0.512994,0.00912738395038675,0.5284,0.00569990253327975,0.5485,0.0151015083867657,0.05
"B-175",1,0.570062348873873,0.0213339162054382,0.52909195581442,0.00432489397673887,0.491560471057892,0.022115572004463,0.553,0,0.5581,0.00667416245265606,0.5505,0.00814111649454653,0.542127,0.00558590895816329,0.5631,0.00655659125528566,0.4745,0.0397471172958912,0.05
"B-176",1,0.443516767607646,0.0238152472713848,0.520003457828659,0.00338733829327634,0.515183311700821,0.0276260052648033,0.541,0,0.5095,0.00772082321460032,0.5126,0.00946572765295939,0.515275,0.00688967867336512,0.5109,0.00593389510449175,0.4798,0.0154330093558508,0.05
"B-178",0,0.410004973359789,0.0160056834824386,0.518427721759027,0.00400072909832662,0.457519173622131,0.0414753940038263,0.464,0,0.4606,0.00521109926556341,0.4618,0.00902835040918943,0.470325,0.00643166688261207,0.4649,0.0057435954670301,0.4535,0.0141047667277571,0.05
"B-181",0,0.469535391290659,0.0199045976632686,0.524438792176832,0.00305907852842263,0.525657406449318,0.0190592639261289,0.514,0,0.5033,0.00646443260378581,0.4921,0.0077952977279041,0.501884,0.0107741874661413,0.5045,0.00527573059711481,0.549,0.0137194104181711,0.05
"B-182",0,0.559564753814152,0.0194963043712333,0.522044779385766,0.00413154516487897,0.551733100414276,0.0186329061368095,0.552,0,0.5724,0.00794704697076565,0.5517,0.0153336956478933,0.560358,0.0102686327121861,0.5743,0.0057164480035926,0.527,0.0131318104023948,0.05
"B-183",0,0.227516272352002,0.0276173577272961,0.47339605992895,0.00556182333758512,0.239976114034653,0.0139243318285742,0.343,0,0.313,0.0176886655485621,0.1682,0.0306188032279368,0.318628,0.0146766873343787,0.3174,0.0168140153179159,0.3108,0.00973881124390675,0.05
